Longitude (x),Latitude (y),STATION_NAME,ID,LOCAL_DATE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,Data Quality,MAX_TEMPERATURE,Max Temp Flag,MIN_TEMPERATURE,Min Temp Flag,MEAN_TEMPERATURE,Mean Temp Flag,HEATING_DEGREE_DAYS,Heat Deg Days Flag,COOLING_DEGREE_DAYS,Cool Deg Days Flag,TOTAL_RAIN,Total Rain Flag,TOTAL_SNOW,Total Snow Flag,TOTAL_PRECIPITATION,Total Precip Flag,SNOW_ON_GROUND,Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-78.88,43.92,OSHAWA,6155875,2024-07-27,2024,07,27,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-07-28,2024,07,28,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-07-29,2024,07,29,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-07-30,2024,07,30,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-07-31,2024,07,31,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-01,2024,08,01,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-02,2024,08,02,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-03,2024,08,03,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-04,2024,08,04,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-05,2024,08,05,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-06,2024,08,06,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-07,2024,08,07,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-08,2024,08,08,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-09,2024,08,09,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-10,2024,08,10,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-11,2024,08,11,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-12,2024,08,12,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-13,2024,08,13,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-14,2024,08,14,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-15,2024,08,15,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-16,2024,08,16,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-17,2024,08,17,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-18,2024,08,18,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-19,2024,08,19,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-20,2024,08,20,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-21,2024,08,21,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-22,2024,08,22,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-23,2024,08,23,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-24,2024,08,24,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-25,2024,08,25,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-26,2024,08,26,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-27,2024,08,27,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-28,2024,08,28,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-29,2024,08,29,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-30,2024,08,30,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-08-31,2024,08,31,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-01,2024,09,01,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-02,2024,09,02,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-03,2024,09,03,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-04,2024,09,04,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-05,2024,09,05,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-06,2024,09,06,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-07,2024,09,07,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-08,2024,09,08,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-09,2024,09,09,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-10,2024,09,10,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-11,2024,09,11,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-12,2024,09,12,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-13,2024,09,13,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-14,2024,09,14,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-15,2024,09,15,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-16,2024,09,16,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-17,2024,09,17,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-18,2024,09,18,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-19,2024,09,19,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-20,2024,09,20,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-21,2024,09,21,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-22,2024,09,22,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-23,2024,09,23,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-24,2024,09,24,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-25,2024,09,25,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-26,2024,09,26,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-27,2024,09,27,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-28,2024,09,28,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-29,2024,09,29,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-09-30,2024,09,30,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-01,2024,10,01,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-02,2024,10,02,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-03,2024,10,03,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-04,2024,10,04,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-05,2024,10,05,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-06,2024,10,06,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-07,2024,10,07,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-08,2024,10,08,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-09,2024,10,09,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-10,2024,10,10,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-11,2024,10,11,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-12,2024,10,12,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-13,2024,10,13,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-14,2024,10,14,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-15,2024,10,15,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-16,2024,10,16,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-17,2024,10,17,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-18,2024,10,18,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-19,2024,10,19,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-20,2024,10,20,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-21,2024,10,21,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-22,2024,10,22,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-23,2024,10,23,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-24,2024,10,24,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-25,2024,10,25,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-26,2024,10,26,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-27,2024,10,27,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-28,2024,10,28,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-29,2024,10,29,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-30,2024,10,30,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-10-31,2024,10,31,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-01,2024,11,01,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-02,2024,11,02,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-03,2024,11,03,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-04,2024,11,04,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-05,2024,11,05,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-06,2024,11,06,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-07,2024,11,07,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-08,2024,11,08,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-09,2024,11,09,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-10,2024,11,10,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-11,2024,11,11,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-12,2024,11,12,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-13,2024,11,13,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-14,2024,11,14,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-15,2024,11,15,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-16,2024,11,16,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-17,2024,11,17,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-18,2024,11,18,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-19,2024,11,19,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-20,2024,11,20,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-21,2024,11,21,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-22,2024,11,22,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-23,2024,11,23,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-24,2024,11,24,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-25,2024,11,25,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-26,2024,11,26,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-27,2024,11,27,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-28,2024,11,28,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-29,2024,11,29,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-11-30,2024,11,30,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-01,2024,12,01,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-02,2024,12,02,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-03,2024,12,03,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-04,2024,12,04,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-05,2024,12,05,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-06,2024,12,06,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-07,2024,12,07,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-08,2024,12,08,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-09,2024,12,09,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-10,2024,12,10,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-11,2024,12,11,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-12,2024,12,12,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-13,2024,12,13,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-14,2024,12,14,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-15,2024,12,15,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-16,2024,12,16,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-17,2024,12,17,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-18,2024,12,18,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-19,2024,12,19,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-20,2024,12,20,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-21,2024,12,21,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-22,2024,12,22,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-23,2024,12,23,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-24,2024,12,24,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-25,2024,12,25,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-26,2024,12,26,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-27,2024,12,27,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-28,2024,12,28,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-29,2024,12,29,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-30,2024,12,30,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2024-12-31,2024,12,31,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2014-01-01,2014,01,01,,-10.5,,-16.3,,-13.4,,31.4,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-02,2014,01,02,,-16.1,,-21.5,,-18.8,,36.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-03,2014,01,03,,-8.1,,-26.3,,-17.2,,35.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-04,2014,01,04,,-0.4,,-8.1,,-4.3,,22.3,,0,,,M,,M,0.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-05,2014,01,05,,1,,-3.3,,-1.2,,19.2,,0,,,M,,M,9.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-06,2014,01,06,,4.3,,-15,,-5.4,,23.4,,0,,,M,,M,3.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-07,2014,01,07,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2014-01-08,2014,01,08,,,,,,,,,,,,,,,,,,,,,,,
-78.88,43.92,OSHAWA,6155875,2014-01-09,2014,01,09,,-5.9,,-19.7,,-12.8,,30.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-10,2014,01,10,,2.8,,-8.5,,-2.9,,20.9,,0,,,M,,M,1.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-11,2014,01,11,,5.9,,2.3,,4.1,,13.9,,0,,,M,,M,10.1,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-12,2014,01,12,,2.3,,0.2,,1.3,,16.7,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-13,2014,01,13,,6,,-1.9,,2.1,,15.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-14,2014,01,14,,4.6,,-0.3,,2.2,,15.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-15,2014,01,15,,2.1,,-7.2,,-2.6,,20.6,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-16,2014,01,16,,-0.6,,-6.8,,-3.7,,21.7,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-17,2014,01,17,,1.3,,-7.4,,-3.1,,21.1,,0,,,M,,M,0.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-18,2014,01,18,,-2.3,,-7.2,,-4.8,,22.8,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-19,2014,01,19,,-2.5,,-7.8,,-5.2,,23.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-20,2014,01,20,,-2.4,,-18.8,,-10.6,,28.6,,0,,,M,,M,0.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-21,2014,01,21,,-17.4,,-22.4,,-19.9,,37.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-22,2014,01,22,,-15.9,,-24.2,,-20.1,,38.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-23,2014,01,23,,-15.1,,-21.1,,-18.1,,36.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-24,2014,01,24,,-7.1,,-23.5,,-15.3,,33.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-25,2014,01,25,,-3.1,,-17.3,,-10.2,,28.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-26,2014,01,26,,-4.1,,-22.6,,-13.4,,31.4,,0,,,M,,M,1.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-27,2014,01,27,,-5.1,,-17.1,,-11.1,,29.1,,0,,,M,,M,0.5,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-28,2014,01,28,,-12.2,,-18.2,,-15.2,,33.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-29,2014,01,29,,-9.8,,-17.2,,-13.5,,31.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-30,2014,01,30,,-0.6,,-15.9,,-8.3,,26.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-01-31,2014,01,31,,0,,-6.9,,-3.5,,21.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-01,2014,02,01,,0.5,,-6.6,,-3.1,,21.1,,0,,,M,,M,12.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-02,2014,02,02,,0.2,,-7.9,,-3.9,,21.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-03,2014,02,03,,-5.6,,-20.7,,-13.2,,31.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-04,2014,02,04,,-5.3,,-21,,-13.2,,31.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-05,2014,02,05,,-6.4,,-13.9,,-10.2,,28.2,,0,,,M,,M,3.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-06,2014,02,06,,-7.2,,-21.9,,-14.6,,32.6,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-07,2014,02,07,,-9.1,,-19.2,,-14.2,,32.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-08,2014,02,08,,-8.8,,-19.9,,-14.4,,32.4,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-09,2014,02,09,,-8.4,,-20.7,,-14.6,,32.6,,0,,,M,,M,0.5,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-10,2014,02,10,,-7.5,,-22.6,,-15.1,,33.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-11,2014,02,11,,-10.1,,-21.8,,-16,,34,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-12,2014,02,12,,-6.2,,-23.8,,-15,,33,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-13,2014,02,13,,-3,,-17.8,,-10.4,,28.4,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-14,2014,02,14,,-0.4,,-6.9,,-3.7,,21.7,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-15,2014,02,15,,-4.3,,-14.2,,-9.3,,27.3,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-16,2014,02,16,,-8.9,,-18.1,,-13.5,,31.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-17,2014,02,17,,-5.1,,-19.8,,-12.5,,30.5,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-18,2014,02,18,,-0.1,,-8.2,,-4.2,,22.2,,0,,,M,,M,5.1,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-19,2014,02,19,,5.4,,-7.7,,-1.2,,19.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-20,2014,02,20,,2.4,,-10.6,,-4.1,,22.1,,0,,,M,,M,9.3,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-21,2014,02,21,,4.2,,0,,2.1,,15.9,,0,,,M,,M,7.8,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-22,2014,02,22,,3.4,,-1.7,,0.9,,17.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-23,2014,02,23,,-0.5,,-5.8,,-3.2,,21.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-24,2014,02,24,,-5.7,,-11.5,,-8.6,,26.6,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-25,2014,02,25,,-6.6,,-13.2,,-9.9,,27.9,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-26,2014,02,26,,-8.6,,-15.6,,-12.1,,30.1,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-27,2014,02,27,,-8.7,,-17.6,,-13.2,,31.2,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-02-28,2014,02,28,,-7.4,,-22.5,,-15,,33,,0,,,M,,M,0,,,,,,<31,
-78.88,43.92,OSHAWA,6155875,2014-03-01,2014,03,01,,-2,,-11.7,,-6.9,,24.9,,0,,,M,,M,0.3,,,,,,<31,
